,Open,High,Low,Close,Headlines,Average Mean,Differential,Sentiment,Polarity,Average Polarity
2016-07-12,756.8599849999999,757.340027,740.330017,748.210022,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,17.010009999999966,0,0.0,0.0
2016-07-13,746.76001,756.869995,741.25,742.630005,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,15.619995000000017,0,0.0,0.0
2016-07-14,748.8599849999999,749.039978,739.02002,741.200012,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,10.019957999999974,0,0.0,0.0
2016-07-15,746.549988,746.549988,734.049988,735.4400019999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,12.5,0,0.0,0.0
2016-07-16,746.549988,746.549988,734.049988,735.4400019999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,12.5,0,0.0,0.0
2016-07-17,746.549988,746.549988,734.049988,735.4400019999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,12.5,0,0.0,0.0
2016-07-18,735.48999,741.599976,728.719971,736.070007,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,12.880004999999983,0,0.0,0.0
2016-07-19,732.5,743.330017,732.3099980000001,739.950012,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,11.020018999999934,0,0.0,0.0
2016-07-20,744.0,746.25,740.700012,745.719971,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.549987999999985,0,0.0,0.0
2016-07-21,747.5,749.3599849999999,742.789978,744.429993,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,6.570006999999919,0,0.0,0.0
2016-07-22,747.789978,751.280029,743.530029,744.8599849999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,7.75,0,0.0,0.0
2016-07-23,747.789978,751.280029,743.530029,744.8599849999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,7.75,0,0.0,0.0
2016-07-24,747.789978,751.280029,743.530029,744.8599849999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,7.75,0,0.0,0.0
2016-07-25,746.549988,748.5,735.349976,739.6099849999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,13.15002400000003,0,0.0,0.0
2016-07-26,742.710022,743.130005,732.75,735.590027,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,10.380004999999983,0,0.0,0.0
2016-07-27,737.969971,740.9400019999999,733.8599849999999,736.669983,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,7.080016999999998,0,0.0,0.0
2016-07-28,745.97998,753.3599849999999,739.700012,752.6099849999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,13.659972999999923,0,0.0,0.0
2016-07-29,765.0,766.0,755.0,758.8099980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,11.0,0,0.0,0.0
2016-07-30,765.0,766.0,755.0,758.8099980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,11.0,0,0.0,0.0
2016-07-31,765.0,766.0,755.0,758.8099980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,11.0,0,0.0,0.0
2016-08-01,759.869995,770.5,757.0599980000001,767.73999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,13.440001999999936,0,0.0,0.0
2016-08-02,763.8099980000001,765.01001,757.02002,760.580017,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,7.989989999999921,0,0.0,0.0
2016-08-03,757.0599980000001,758.8900150000001,752.25,754.6400150000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,6.640015000000062,0,0.0,0.0
2016-08-04,753.700012,765.0,750.349976,760.77002,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,14.65002400000003,0,0.0,0.0
2016-08-05,764.8099980000001,768.469971,763.090027,765.97998,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.379944000000023,0,0.0,0.0
2016-08-06,764.8099980000001,768.469971,763.090027,765.97998,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.379944000000023,0,0.0,0.0
2016-08-07,764.8099980000001,768.469971,763.090027,765.97998,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.379944000000023,0,0.0,0.0
2016-08-08,766.8099980000001,767.0,761.02002,766.5599980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.979979999999955,0,0.0,0.0
2016-08-09,767.3900150000001,772.599976,766.900024,768.3099980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.699951999999939,0,0.0,0.0
2016-08-10,769.799988,772.099976,766.1900019999999,768.5599980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.909974000000034,0,0.0,0.0
2016-08-11,769.9400019999999,773.75,769.119995,771.23999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,4.630004999999983,0,0.0,0.0
2016-08-12,768.460022,773.150024,768.419983,772.5599980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,4.730041000000028,0,0.0,0.0
2016-08-13,768.460022,773.150024,768.419983,772.5599980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,4.730041000000028,0,0.0,0.0
2016-08-14,768.460022,773.150024,768.419983,772.5599980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,4.730041000000028,0,0.0,0.0
2016-08-15,771.900024,772.039978,767.710022,768.48999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,4.329956000000038,0,0.0,0.0
2016-08-16,768.619995,768.72998,763.820007,764.039978,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,4.909972999999923,0,0.0,0.0
2016-08-17,764.409973,765.219971,759.200012,764.630005,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,6.019958999999972,0,0.0,0.0
2016-08-18,764.0,765.169983,760.599976,764.460022,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,4.570007000000032,0,0.0,0.0
2016-08-19,761.900024,762.48999,756.8900150000001,757.3099980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.599974999999972,0,0.0,0.0
2016-08-20,761.900024,762.48999,756.8900150000001,757.3099980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.599974999999972,0,0.0,0.0
2016-08-21,761.900024,762.48999,756.8900150000001,757.3099980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.599974999999972,0,0.0,0.0
2016-08-22,757.5,759.849976,752.099976,759.47998,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,7.75,0,0.0,0.0
2016-08-23,763.3099980000001,764.700012,761.0,762.450012,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,3.700012000000015,0,0.0,0.0
2016-08-24,763.0,763.409973,755.3599849999999,757.25,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,8.049988000000099,0,0.0,0.0
2016-08-25,756.0,760.5599980000001,754.73999,759.219971,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.82000800000003,0,0.0,0.0
2016-08-26,760.049988,770.0,759.799988,769.0,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,10.200012000000015,0,0.0,0.0
2016-08-27,760.049988,770.0,759.799988,769.0,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,10.200012000000015,0,0.0,0.0
2016-08-28,760.049988,770.0,759.799988,769.0,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,10.200012000000015,0,0.0,0.0
2016-08-29,768.719971,774.97998,768.599976,771.289978,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,6.380003999999985,0,0.0,0.0
2016-08-30,771.049988,771.840027,765.5599980000001,767.580017,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,6.2800289999998995,0,0.0,0.0
2016-08-31,766.599976,769.6400150000001,764.0,769.159973,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.640015000000062,0,0.0,0.0
2016-09-01,770.900024,772.039978,766.75,770.619995,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.289978000000019,0,0.0,0.0
2016-09-02,774.1099849999999,776.0,771.700012,772.4400019999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,4.299987999999985,0,0.0,0.0
2016-09-03,774.1099849999999,776.0,771.700012,772.4400019999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,4.299987999999985,0,0.0,0.0
2016-09-04,774.1099849999999,776.0,771.700012,772.4400019999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,4.299987999999985,0,0.0,0.0
2016-09-05,774.1099849999999,776.0,771.700012,772.4400019999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,4.299987999999985,0,0.0,0.0
2016-09-06,774.039978,789.47998,770.219971,788.869995,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,19.260008999999968,0,0.0,0.0
2016-09-07,789.530029,790.789978,784.330017,784.47998,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,6.459961000000021,0,0.0,0.0
2016-09-08,783.8900150000001,786.5,781.4400019999999,784.0599980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.059998000000064,0,0.0,0.0
2016-09-09,779.3599849999999,781.0,760.1099849999999,760.1400150000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,20.890015000000062,0,0.0,0.0
2016-09-10,779.3599849999999,781.0,760.1099849999999,760.1400150000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,20.890015000000062,0,0.0,0.0
2016-09-11,779.3599849999999,781.0,760.1099849999999,760.1400150000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,20.890015000000062,0,0.0,0.0
2016-09-12,757.349976,772.659973,756.0,771.48999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,16.659973000000036,0,0.0,0.0
2016-09-13,768.77002,769.8900150000001,759.049988,761.01001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,10.840027000000077,0,0.0,0.0
2016-09-14,762.200012,767.5,758.849976,761.090027,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,8.65002400000003,0,0.0,0.0
2016-09-15,762.0,770.869995,757.580017,769.6900019999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,13.28997800000002,0,0.0,0.0
2016-09-16,773.280029,780.460022,771.659973,778.52002,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,8.800048999999944,0,0.0,0.0
2016-09-17,773.280029,780.460022,771.659973,778.52002,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,8.800048999999944,0,0.0,0.0
2016-09-18,773.280029,780.460022,771.659973,778.52002,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,8.800048999999944,0,0.0,0.0
2016-09-19,779.969971,781.9400019999999,771.0,775.099976,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,10.940001999999936,0,0.0,0.0
2016-09-20,776.0,781.369995,776.0,780.219971,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.369995000000017,0,0.0,0.0
2016-09-21,783.25,790.6900019999999,779.01001,789.73999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,11.67999199999997,0,0.0,0.0
2016-09-22,794.27002,805.8900150000001,794.27002,804.700012,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,11.619995000000017,0,0.0,0.0
2016-09-23,803.130005,807.75,802.119995,805.75,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.630004999999983,0,0.0,0.0
2016-09-24,803.130005,807.75,802.119995,805.75,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.630004999999983,0,0.0,0.0
2016-09-25,803.130005,807.75,802.119995,805.75,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,5.630004999999983,0,0.0,0.0
2016-09-26,801.799988,805.929993,797.150024,799.159973,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,8.779968999999937,0,0.0,0.0
2016-09-27,801.849976,816.6400150000001,801.1099849999999,816.1099849999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,15.530030000000124,0,0.0,0.0
2016-09-28,818.0,830.1400150000001,817.030029,828.719971,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,13.109986000000049,0,0.0,0.0
2016-09-29,828.26001,837.5,824.630005,829.049988,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,12.869995000000017,0,0.0,0.0
2016-09-30,832.6099849999999,839.9500119999999,832.400024,837.3099980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,7.549987999999871,0,0.0,0.0
2016-10-01,832.6099849999999,839.9500119999999,832.400024,837.3099980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,7.549987999999871,0,0.0,0.0
2016-10-02,832.6099849999999,839.9500119999999,832.400024,837.3099980000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,7.549987999999871,0,0.0,0.0
2016-10-03,836.0,839.8599849999999,831.25,836.73999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,8.609984999999938,0,0.0,0.0
2016-10-04,840.909973,842.3699949999999,830.26001,834.030029,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,12.109984999999938,0,0.0,0.0
2016-10-05,838.0,845.669983,836.119995,844.3599849999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,9.549987999999985,0,0.0,0.0
2016-10-06,843.7000119999999,847.2100220000001,840.599976,841.659973,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,6.610046000000125,0,0.0,0.0
2016-10-07,845.7899779999999,845.9500119999999,837.450012,839.429993,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",768.58099735,8.499999999999886,0,0.0,0.0
2016-10-08,845.7899779999999,845.9500119999999,837.450012,839.429993,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",769.81909733,8.499999999999886,0,0.0,0.0
2016-10-09,845.7899779999999,845.9500119999999,837.450012,839.429993,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",770.9565973299999,8.499999999999886,0,0.0,0.0
2016-10-10,843.25,845.2000119999999,840.2700199999999,841.7100220000001,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",772.1168976199999,4.92999199999997,0,0.0,0.0
2016-10-11,841.0200199999999,841.2899779999999,828.349976,831.0,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",773.1700976899999,12.940001999999936,0,0.0,0.0
2016-10-12,834.0,837.669983,830.099976,834.090027,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",774.25419803,7.570007000000032,0,0.0,0.0
2016-10-13,829.0,831.799988,821.210022,829.280029,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",775.26599856,10.589966000000004,0,0.0,0.0
2016-10-14,835.080017,835.73999,822.960022,822.960022,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",776.11949893,12.779968000000054,0,0.0,0.0
2016-10-15,835.080017,835.73999,822.960022,822.960022,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",776.9833990799999,12.779968000000054,0,0.0,0.0
2016-10-16,835.080017,835.73999,822.960022,822.960022,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",777.7548993199999,12.779968000000054,0,0.0,0.0
2016-10-17,821.5,822.0,811.679993,812.950012,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",778.42629946,10.320007000000032,0,0.0,0.0
2016-10-18,822.1099849999999,823.26001,815.02002,817.650024,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",779.1446997200001,8.23998999999992,0,0.0,0.0
2016-10-19,820.400024,820.669983,815.169983,817.6900019999999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",779.7837994500001,5.5,0,0.0,0.0
2016-10-20,813.98999,815.710022,803.099976,810.320007,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",780.4048993000001,12.610046000000011,0,0.0,0.0
2016-10-21,809.3599849999999,819.419983,809.0,818.98999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",781.1684991500001,10.419983000000002,0,0.0,0.0
2016-10-22,809.3599849999999,819.419983,809.0,818.98999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",781.9463989300001,10.419983000000002,0,0.0,0.0
2016-10-23,809.3599849999999,819.419983,809.0,818.98999,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",782.7818988100001,10.419983000000002,0,0.0,0.0
2016-10-24,824.950012,838.299988,822.210022,838.090027,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",783.80839906,16.089966000000004,0,0.0,0.0
2016-10-25,839.2999880000001,843.090027,833.219971,835.179993,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",784.8057989700001,9.870055999999977,0,0.0,0.0
2016-10-26,832.76001,833.4400019999999,820.0,822.590027,"Amazon Inspire, a resource site where teachers share lesson plans, removed three items after complaints that the products were copyrighted materials.",785.67099917,13.440001999999936,0,0.0,0.0
2016-10-27,831.23999,831.719971,815.429993,818.3599849999999,The creator of “Mad Men” has signed on for an eight-episode series for the streaming service.,786.4550989,16.28997800000002,0,-0.625,-0.00625
2016-10-28,782.0,789.48999,774.6099849999999,776.320007,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",786.76109926,14.880005000000097,0,-0.021875,-0.00646875
2016-10-29,782.0,789.48999,774.6099849999999,776.320007,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",787.0799994000001,14.880005000000097,0,-0.021875,-0.0066875
2016-10-30,782.0,789.48999,774.6099849999999,776.320007,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",787.3945996200001,14.880005000000097,0,-0.021875,-0.006906249999999999
2016-10-31,781.030029,793.700012,780.1099849999999,789.820007,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",787.8441998400001,13.590027000000077,0,-0.021875,-0.007124999999999999
2016-11-01,799.0,800.840027,776.710022,785.409973,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",788.2496997200001,24.130004999999983,0,-0.021875,-0.007343749999999999
2016-11-02,783.929993,784.75,763.549988,765.5599980000001,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",788.50919985,21.200012000000015,0,-0.021875,-0.007562499999999999
2016-11-03,765.049988,777.0,764.0,767.030029,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",788.8235998700001,13.0,0,-0.021875,-0.007781249999999998
2016-11-04,762.789978,766.0,753.22998,755.049988,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",789.00739992,12.770020000000045,0,-0.021875,-0.007999999999999998
2016-11-05,762.789978,766.0,753.22998,755.049988,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",789.0317999499999,12.770020000000045,0,-0.021875,-0.008218749999999999
2016-11-06,762.789978,766.0,753.22998,755.049988,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",788.99419985,12.770020000000045,0,-0.021875,-0.008437499999999997
2016-11-07,771.6400150000001,787.72998,770.9400019999999,784.929993,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",789.2553998,16.78997800000002,0,-0.021875,-0.008656249999999997
2016-11-08,784.969971,791.73999,779.099976,787.75,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",789.5447998200001,12.640014000000065,0,-0.021875,-0.008874999999999997
2016-11-09,764.0,777.5,760.090027,771.880005,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",789.58619997,17.409973000000036,0,-0.021875,-0.009093749999999998
2016-11-10,778.8099980000001,778.830017,717.700012,742.380005,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",789.40419985,61.13000499999998,0,-0.021875,-0.009312499999999996
2016-11-11,735.72998,743.26001,728.900024,739.01001,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",789.2478998,14.359985999999935,0,-0.021875,-0.009531249999999996
2016-11-12,735.72998,743.26001,728.900024,739.01001,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",789.0302997,14.359985999999935,0,-0.021875,-0.009749999999999997
2016-11-13,735.72998,743.26001,728.900024,739.01001,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",788.7606,14.359985999999935,0,-0.021875,-0.009968749999999997
2016-11-14,745.51001,746.0,710.099976,719.070007,"The company said to expect as much as $1.25 billion in operating income for the fourth quarter and as little as nothing, a remarkably wide range.",788.2915002699999,35.90002400000003,0,-0.021875,-0.010187499999999995
